RK,PLAYER,TEAM,GP,GS,IP,H,R,ER,BB,SO,W,L,SV,BLSV,WAR,WHIP,ERA
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Donnie Hart,MIL/NYM,5,0,7.2,4,0,0,4,3,0,0,0,0,0.3,1.04,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Gerardo Parra,WSH/SF,1,0,0.0,1,5,5,4,0,0,0,0,0,0.0,0.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
 ,Ian Desmond,COL,1,0,1.0,1,0,0,0,0,0,0,0,0,0.0,1.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
1,Ian Kinsler,SD,1,0,1.0,1,0,0,2,0,0,0,0,0,0.0,3.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,JB Shuck,PIT,1,0,1.0,1,0,0,1,0,0,0,0,0,0.0,2.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jacob Stallings,PIT,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Hoyt,CLE,4,0,4.2,2,0,0,1,6,0,0,0,0,0.3,0.64,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,James Pazos,COL,5,0,3.0,1,0,0,4,3,0,0,0,0,0.2,1.67,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jedd Gyorko,LAD/STL,1,0,0.1,0,0,0,0,1,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Jesus Sucre,BAL,1,0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.00,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
 ,Johnny Cueto,SF,2,2,10.0,4,0,0,3,6,1,0,0,0,0.6,0.70,0.00
